CODE KEY 16,REPAIR PRIORITY CLASS,
Version 1.05 3/24/2007,"Copyright 2007 Technology & Maintenance Council (TMC), American Trucking Associations, Inc.",
Code,Repair Priority Class,
1,Scheduled,
2,Non-Scheduled,
3,Emergency,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
